id_,year,getaid,welfare1,wrkstat,age,educ,sex,race,incom16,income,rincome,partyid
747,1986,2. NO,2. AGREE,1. Working full time,41,12,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",8. $8000 TO 9999,5. Not very strong republican
748,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,81,9,2. FEMALE,1. White,2. BELOW AVERAGE,"4. $4,000 to $4,999",.i,6. Strong republican
749,1986,1. YES,2. AGREE,1. Working full time,60,10,2. FEMALE,2. Black,2. BELOW AVERAGE,"12. $25,000 or more",10. $15000 - 19999,1. Not very strong democrat
750,1986,1. YES,3. DISAGREE,7. Keeping house,57,12,2. FEMALE,2. Black,1. FAR BELOW AVERAGE,"6. $6,000 to $6,999",.i,0. Strong democrat
751,1986,2. NO,1. STRONGLY AGREE,1. Working full time,25,12,1. MALE,2. Black,2. BELOW AVERAGE,"12. $25,000 or more",5. $5000 TO 5999,"3. Independent (neither, no response)"
752,1986,2. NO,2. AGREE,1. Working full time,38,20,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",9. $10000 - 14999,"2. Independent, close to democrat"
753,1986,2. NO,2. AGREE,1. Working full time,21,12,2. FEMALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,"3. Independent (neither, no response)"
754,1986,2. NO,1. STRONGLY AGREE,1. Working full time,55,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,6. Strong republican
755,1986,2. NO,2. AGREE,7. Keeping house,23,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"9. $10,000 to $14,999",7. $7000 TO 7999,1. Not very strong democrat
756,1986,2. NO,2. AGREE,"4. Unemployed, laid off, looking for work",50,15,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,6. Strong republican
757,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,68,8,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",1. LT $1000,1. Not very strong democrat
758,1986,1. YES,3. DISAGREE,2. Working part time,32,12,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",1. LT $1000,"3. Independent (neither, no response)"
759,1986,2. NO,3. DISAGREE,1. Working full time,46,12,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,5. Not very strong republican
760,1986,1. YES,2. AGREE,1. Working full time,31,11,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",8. $8000 TO 9999,"4. Independent, close to republican"
761,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,72,16,2. FEMALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",.i,5. Not very strong republican
762,1986,1. YES,1. STRONGLY AGREE,5. Retired,80,8,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,6. Strong republican
763,1986,2. NO,1. STRONGLY AGREE,5. Retired,77,5,2. FEMALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",.i,1. Not very strong democrat
764,1986,2. NO,1. STRONGLY AGREE,5. Retired,87,8,2. FEMALE,1. White,3. AVERAGE,.d,.i,5. Not very strong republican
765,1986,2. NO,1. STRONGLY AGREE,6. In school,46,11,2. FEMALE,1. White,4. ABOVE AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,1. Not very strong democrat
766,1986,2. NO,4. STRONGLY DISAGREE,1. Working full time,35,10,1. MALE,3. Other,2. BELOW AVERAGE,"11. $20,000 to $24,999",10. $15000 - 19999,6. Strong republican
767,1986,2. NO,2. AGREE,1. Working full time,39,17,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",11. $20000 - 24999,1. Not very strong democrat
768,1986,2. NO,2. AGREE,5. Retired,70,12,1. MALE,2. Black,2. BELOW AVERAGE,"9. $10,000 to $14,999",.i,"2. Independent, close to democrat"
769,1986,2. NO,1. STRONGLY AGREE,1. Working full time,25,13,2. FEMALE,2. Black,3. AVERAGE,"11. $20,000 to $24,999",8. $8000 TO 9999,1. Not very strong democrat
770,1986,2. NO,1. STRONGLY AGREE,1. Working full time,29,13,1. MALE,2. Black,3. AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,6. Strong republican
771,1986,1. YES,1. STRONGLY AGREE,1. Working full time,21,13,2. FEMALE,2. Black,2. BELOW AVERAGE,"8. $8,000 to $9,999",8. $8000 TO 9999,0. Strong democrat
772,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,80,11,2. FEMALE,1. White,3. AVERAGE,"5. $5,000 to $5,999",.i,1. Not very strong democrat
773,1986,2. NO,3. DISAGREE,5. Retired,62,11,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,0. Strong democrat
774,1986,2. NO,2. AGREE,5. Retired,68,11,2. FEMALE,1. White,4. ABOVE AVERAGE,"9. $10,000 to $14,999",.i,1. Not very strong democrat
775,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,69,8,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",.i,5. Not very strong republican
776,1986,2. NO,1. STRONGLY AGREE,5. Retired,70,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,6. Strong republican
777,1986,1. YES,2. AGREE,7. Keeping house,60,10,2. FEMALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",.i,0. Strong democrat
778,1986,2. NO,1. STRONGLY AGREE,5. Retired,55,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
779,1986,2. NO,2. AGREE,7. Keeping house,57,12,2. FEMALE,1. White,3. AVERAGE,.d,1. LT $1000,"4. Independent, close to republican"
780,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,62,12,2. FEMALE,1. White,1. FAR BELOW AVERAGE,.d,.i,5. Not very strong republican
781,1986,2. NO,2. AGREE,1. Working full time,55,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,0. Strong democrat
782,1986,2. NO,2. AGREE,7. Keeping house,50,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
783,1986,2. NO,1. STRONGLY AGREE,1. Working full time,39,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",9. $10000 - 14999,0. Strong democrat
784,1986,2. NO,2. AGREE,6. In school,19,11,2. FEMALE,1. White,3. AVERAGE,.d,1. LT $1000,6. Strong republican
785,1986,2. NO,2. AGREE,1. Working full time,57,16,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
786,1986,2. NO,1. STRONGLY AGREE,5. Retired,79,14,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",.i,6. Strong republican
787,1986,2. NO,2. AGREE,1. Working full time,38,9,1. MALE,1. White,4. ABOVE AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,6. Strong republican
788,1986,1. YES,2. AGREE,7. Keeping house,59,12,2. FEMALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",.i,1. Not very strong democrat
789,1986,2. NO,2. AGREE,7. Keeping house,33,9,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"5. $5,000 to $5,999",.i,1. Not very strong democrat
790,1986,1. YES,2. AGREE,1. Working full time,37,15,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
791,1986,2. NO,1. STRONGLY AGREE,5. Retired,63,12,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",3. $3000 TO 3999,"2. Independent, close to democrat"
792,1986,2. NO,2. AGREE,1. Working full time,26,15,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",11. $20000 - 24999,"2. Independent, close to democrat"
793,1986,2. NO,1. STRONGLY AGREE,1. Working full time,38,18,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"3. Independent (neither, no response)"
794,1986,1. YES,1. STRONGLY AGREE,"4. Unemployed, laid off, looking for work",38,11,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"5. $5,000 to $5,999",5. $5000 TO 5999,1. Not very strong democrat
795,1986,1. YES,2. AGREE,1. Working full time,49,8,2. FEMALE,3. Other,2. BELOW AVERAGE,"9. $10,000 to $14,999",8. $8000 TO 9999,"3. Independent (neither, no response)"
796,1986,1. YES,1. STRONGLY AGREE,1. Working full time,45,10,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",9. $10000 - 14999,"2. Independent, close to democrat"
797,1986,2. NO,2. AGREE,1. Working full time,37,16,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,1. Not very strong democrat
798,1986,2. NO,1. STRONGLY AGREE,1. Working full time,35,12,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",7. $7000 TO 7999,0. Strong democrat
799,1986,2. NO,.d,7. Keeping house,65,5,2. FEMALE,1. White,.d,"8. $8,000 to $9,999",.i,"3. Independent (neither, no response)"
800,1986,2. NO,2. AGREE,1. Working full time,26,12,1. MALE,1. White,2. BELOW AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,"2. Independent, close to democrat"
801,1986,2. NO,2. AGREE,1. Working full time,40,19,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
802,1986,1. YES,2. AGREE,1. Working full time,33,12,2. FEMALE,3. Other,2. BELOW AVERAGE,"12. $25,000 or more",9. $10000 - 14999,"4. Independent, close to republican"
803,1986,2. NO,2. AGREE,1. Working full time,38,12,1. MALE,2. Black,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,1. Not very strong democrat
804,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,78,8,2. FEMALE,1. White,3. AVERAGE,"7. $7,000 to $7,999",.i,0. Strong democrat
805,1986,2. NO,1. STRONGLY AGREE,2. Working part time,20,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",2. $1000 TO 2999,5. Not very strong republican
806,1986,2. NO,1. STRONGLY AGREE,1. Working full time,53,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,5. Not very strong republican
807,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,74,8,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"5. $5,000 to $5,999",.i,"3. Independent (neither, no response)"
808,1986,2. NO,1. STRONGLY AGREE,1. Working full time,32,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",9. $10000 - 14999,0. Strong democrat
809,1986,2. NO,1. STRONGLY AGREE,2. Working part time,63,11,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",3. $3000 TO 3999,1. Not very strong democrat
810,1986,2. NO,1. STRONGLY AGREE,5. Retired,65,16,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
811,1986,2. NO,1. STRONGLY AGREE,2. Working part time,44,12,2. FEMALE,1. White,2. BELOW AVERAGE,"11. $20,000 to $24,999",2. $1000 TO 2999,5. Not very strong republican
812,1986,2. NO,1. STRONGLY AGREE,1. Working full time,43,12,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"12. $25,000 or more",9. $10000 - 14999,1. Not very strong democrat
813,1986,1. YES,1. STRONGLY AGREE,2. Working part time,39,11,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",5. $5000 TO 5999,"3. Independent (neither, no response)"
814,1986,2. NO,2. AGREE,1. Working full time,49,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,"4. Independent, close to republican"
815,1986,2. NO,3. DISAGREE,5. Retired,65,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,"4. Independent, close to republican"
816,1986,2. NO,2. AGREE,1. Working full time,41,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
817,1986,2. NO,2. AGREE,7. Keeping house,70,6,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,6. Strong republican
818,1986,2. NO,3. DISAGREE,7. Keeping house,70,10,2. FEMALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",.i,6. Strong republican
819,1986,1. YES,2. AGREE,5. Retired,77,5,1. MALE,1. White,2. BELOW AVERAGE,"4. $4,000 to $4,999",.i,0. Strong democrat
820,1986,2. NO,2. AGREE,7. Keeping house,79,14,2. FEMALE,1. White,5. FAR ABOVE AVERAGE,.d,.i,0. Strong democrat
821,1986,1. YES,2. AGREE,1. Working full time,44,10,2. FEMALE,1. White,2. BELOW AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,6. Strong republican
822,1986,2. NO,2. AGREE,7. Keeping house,59,8,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,1. Not very strong democrat
823,1986,1. YES,2. AGREE,7. Keeping house,74,8,2. FEMALE,1. White,2. BELOW AVERAGE,"3. $3,000 to $3,999",.i,0. Strong democrat
824,1986,2. NO,1. STRONGLY AGREE,1. Working full time,53,14,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,6. Strong republican
825,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,74,9,2. FEMALE,1. White,3. AVERAGE,"5. $5,000 to $5,999",.i,6. Strong republican
826,1986,1. YES,1. STRONGLY AGREE,7. Keeping house,19,10,2. FEMALE,1. White,3. AVERAGE,"1. Under $1,000",.i,5. Not very strong republican
827,1986,2. NO,2. AGREE,1. Working full time,27,15,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,"4. Independent, close to republican"
828,1986,2. NO,3. DISAGREE,1. Working full time,31,15,2. FEMALE,1. White,2. BELOW AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,"2. Independent, close to democrat"
829,1986,1. YES,2. AGREE,1. Working full time,27,9,1. MALE,1. White,1. FAR BELOW AVERAGE,"6. $6,000 to $6,999",6. $6000 TO 6999,5. Not very strong republican
830,1986,2. NO,2. AGREE,1. Working full time,27,15,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,5. Not very strong republican
831,1986,1. YES,2. AGREE,1. Working full time,26,11,1. MALE,1. White,4. ABOVE AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,"4. Independent, close to republican"
832,1986,2. NO,2. AGREE,7. Keeping house,23,12,2. FEMALE,1. White,2. BELOW AVERAGE,"10. $15,000 to $19,999",.i,6. Strong republican
833,1986,1. YES,3. DISAGREE,7. Keeping house,27,10,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",10. $15000 - 19999,5. Not very strong republican
834,1986,2. NO,1. STRONGLY AGREE,1. Working full time,53,12,1. MALE,1. White,5. FAR ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"4. Independent, close to republican"
835,1986,2. NO,2. AGREE,1. Working full time,30,12,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
836,1986,2. NO,2. AGREE,7. Keeping house,49,13,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,0. Strong democrat
837,1986,2. NO,1. STRONGLY AGREE,1. Working full time,51,14,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",10. $15000 - 19999,"2. Independent, close to democrat"
838,1986,2. NO,2. AGREE,7. Keeping house,52,12,2. FEMALE,1. White,5. FAR ABOVE AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
839,1986,2. NO,2. AGREE,1. Working full time,26,15,1. MALE,1. White,4. ABOVE AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,5. Not very strong republican
840,1986,2. NO,2. AGREE,1. Working full time,32,12,2. FEMALE,2. Black,2. BELOW AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
841,1986,2. NO,2. AGREE,1. Working full time,28,11,2. FEMALE,1. White,3. AVERAGE,"5. $5,000 to $5,999",4. $4000 TO 4999,"3. Independent (neither, no response)"
842,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,62,12,2. FEMALE,1. White,2. BELOW AVERAGE,"8. $8,000 to $9,999",.i,0. Strong democrat
843,1986,2. NO,1. STRONGLY AGREE,5. Retired,53,10,1. MALE,1. White,1. FAR BELOW AVERAGE,"11. $20,000 to $24,999",.i,0. Strong democrat
844,1986,2. NO,2. AGREE,1. Working full time,69,12,2. FEMALE,1. White,2. BELOW AVERAGE,.r,.r,5. Not very strong republican
845,1986,1. YES,2. AGREE,8. Other,66,12,2. FEMALE,1. White,5. FAR ABOVE AVERAGE,"4. $4,000 to $4,999",.i,"3. Independent (neither, no response)"
846,1986,1. YES,2. AGREE,7. Keeping house,48,12,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"9. $10,000 to $14,999",.i,"3. Independent (neither, no response)"
847,1986,2. NO,2. AGREE,5. Retired,82,9,1. MALE,1. White,1. FAR BELOW AVERAGE,"9. $10,000 to $14,999",.i,"4. Independent, close to republican"
848,1986,1. YES,2. AGREE,7. Keeping house,24,12,2. FEMALE,1. White,2. BELOW AVERAGE,"4. $4,000 to $4,999",.i,1. Not very strong democrat
849,1986,1. YES,2. AGREE,"4. Unemployed, laid off, looking for work",34,12,1. MALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",.i,"2. Independent, close to democrat"
850,1986,1. YES,2. AGREE,7. Keeping house,35,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,"3. Independent (neither, no response)"
851,1986,2. NO,2. AGREE,1. Working full time,21,14,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,"4. Independent, close to republican"
852,1986,2. NO,3. DISAGREE,5. Retired,55,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",8. $8000 TO 9999,0. Strong democrat
853,1986,2. NO,3. DISAGREE,5. Retired,61,10,1. MALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",.i,0. Strong democrat
854,1986,2. NO,2. AGREE,7. Keeping house,55,11,2. FEMALE,1. White,.d,.r,.i,1. Not very strong democrat
855,1986,2. NO,1. STRONGLY AGREE,1. Working full time,47,14,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",11. $20000 - 24999,0. Strong democrat
856,1986,2. NO,2. AGREE,5. Retired,89. 89 or older,13,2. FEMALE,1. White,2. BELOW AVERAGE,"8. $8,000 to $9,999",.i,6. Strong republican
857,1986,2. NO,2. AGREE,6. In school,26,16,1. MALE,3. Other,2. BELOW AVERAGE,"2. $1,000 to $2,999",2. $1000 TO 2999,"4. Independent, close to republican"
858,1986,1. YES,2. AGREE,1. Working full time,41,12,2. FEMALE,2. Black,3. AVERAGE,"6. $6,000 to $6,999",6. $6000 TO 6999,1. Not very strong democrat
859,1986,2. NO,3. DISAGREE,1. Working full time,41,20,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",11. $20000 - 24999,0. Strong democrat
860,1986,1. YES,2. AGREE,7. Keeping house,42,12,2. FEMALE,2. Black,3. AVERAGE,"4. $4,000 to $4,999",.i,0. Strong democrat
861,1986,2. NO,2. AGREE,8. Other,68,12,1. MALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",.i,1. Not very strong democrat
862,1986,2. NO,3. DISAGREE,1. Working full time,46,19,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
863,1986,2. NO,2. AGREE,1. Working full time,38,16,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,1. Not very strong democrat
864,1986,2. NO,2. AGREE,1. Working full time,46,14,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
865,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,43,12,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
866,1986,1. YES,2. AGREE,1. Working full time,31,12,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
867,1986,2. NO,2. AGREE,2. Working part time,27,13,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",6. $6000 TO 6999,"2. Independent, close to democrat"
868,1986,2. NO,1. STRONGLY AGREE,1. Working full time,39,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",1. LT $1000,1. Not very strong democrat
869,1986,2. NO,2. AGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",24,16,2. FEMALE,1. White,3. AVERAGE,"5. $5,000 to $5,999",5. $5000 TO 5999,1. Not very strong democrat
870,1986,2. NO,2. AGREE,1. Working full time,23,15,1. MALE,2. Black,3. AVERAGE,"7. $7,000 to $7,999",.i,1. Not very strong democrat
871,1986,2. NO,3. DISAGREE,6. In school,22,14,2. FEMALE,1. White,2. BELOW AVERAGE,"1. Under $1,000",.i,5. Not very strong republican
872,1986,1. YES,3. DISAGREE,8. Other,44,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"4. $4,000 to $4,999",.i,"3. Independent (neither, no response)"
873,1986,1. YES,2. AGREE,7. Keeping house,69,8,2. FEMALE,1. White,2. BELOW AVERAGE,.d,.i,0. Strong democrat
874,1986,2. NO,2. AGREE,1. Working full time,37,14,2. FEMALE,2. Black,2. BELOW AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,1. Not very strong democrat
875,1986,2. NO,2. AGREE,7. Keeping house,66,13,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",.i,6. Strong republican
876,1986,2. NO,2. AGREE,1. Working full time,36,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,1. Not very strong democrat
877,1986,2. NO,2. AGREE,5. Retired,75,3,1. MALE,1. White,3. AVERAGE,"6. $6,000 to $6,999",.i,0. Strong democrat
878,1986,2. NO,2. AGREE,7. Keeping house,39,16,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
879,1986,2. NO,2. AGREE,1. Working full time,45,12,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,"3. Independent (neither, no response)"
880,1986,1. YES,2. AGREE,7. Keeping house,39,14,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",.i,1. Not very strong democrat
881,1986,2. NO,2. AGREE,5. Retired,67,7,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
882,1986,2. NO,2. AGREE,1. Working full time,24,12,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",7. $7000 TO 7999,"3. Independent (neither, no response)"
883,1986,2. NO,2. AGREE,5. Retired,73,11,2. FEMALE,1. White,3. AVERAGE,"6. $6,000 to $6,999",.i,0. Strong democrat
884,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,62,10,2. FEMALE,1. White,2. BELOW AVERAGE,"5. $5,000 to $5,999",.i,0. Strong democrat
885,1986,2. NO,3. DISAGREE,1. Working full time,25,12,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
886,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,52,14,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",.i,"4. Independent, close to republican"
887,1986,2. NO,.d,5. Retired,65,18,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",.i,"4. Independent, close to republican"
888,1986,1. YES,2. AGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",30,14,1. MALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",8. $8000 TO 9999,1. Not very strong democrat
889,1986,1. YES,2. AGREE,1. Working full time,24,16,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,1. Not very strong democrat
890,1986,2. NO,2. AGREE,6. In school,20,13,1. MALE,1. White,4. ABOVE AVERAGE,.d,.i,"4. Independent, close to republican"
891,1986,2. NO,2. AGREE,2. Working part time,23,15,1. MALE,1. White,4. ABOVE AVERAGE,"3. $3,000 to $3,999",2. $1000 TO 2999,"4. Independent, close to republican"
892,1986,2. NO,2. AGREE,1. Working full time,24,16,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",11. $20000 - 24999,5. Not very strong republican
893,1986,2. NO,3. DISAGREE,2. Working part time,21,13,2. FEMALE,1. White,3. AVERAGE,"1. Under $1,000",1. LT $1000,"4. Independent, close to republican"
894,1986,2. NO,2. AGREE,1. Working full time,25,16,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,"2. Independent, close to democrat"
895,1986,2. NO,2. AGREE,1. Working full time,28,14,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,"4. Independent, close to republican"
896,1986,2. NO,2. AGREE,1. Working full time,25,16,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"8. $8,000 to $9,999",2. $1000 TO 2999,1. Not very strong democrat
897,1986,2. NO,1. STRONGLY AGREE,1. Working full time,29,16,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,1. Not very strong democrat
898,1986,2. NO,1. STRONGLY AGREE,1. Working full time,47,12,1. MALE,1. White,3. AVERAGE,"3. $3,000 to $3,999",3. $3000 TO 3999,5. Not very strong republican
899,1986,2. NO,2. AGREE,5. Retired,84,10,2. FEMALE,1. White,4. ABOVE AVERAGE,"8. $8,000 to $9,999",.i,"4. Independent, close to republican"
900,1986,1. YES,2. AGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",53,11,2. FEMALE,1. White,5. FAR ABOVE AVERAGE,"9. $10,000 to $14,999",3. $3000 TO 3999,1. Not very strong democrat
901,1986,2. NO,1. STRONGLY AGREE,5. Retired,75,7,2. FEMALE,1. White,3. AVERAGE,.r,.i,5. Not very strong republican
902,1986,2. NO,2. AGREE,1. Working full time,45,10,1. MALE,1. White,1. FAR BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
903,1986,2. NO,1. STRONGLY AGREE,1. Working full time,31,16,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,5. Not very strong republican
904,1986,2. NO,1. STRONGLY AGREE,1. Working full time,49,16,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",9. $10000 - 14999,"4. Independent, close to republican"
905,1986,2. NO,1. STRONGLY AGREE,1. Working full time,29,14,1. MALE,1. White,4. ABOVE AVERAGE,"11. $20,000 to $24,999",10. $15000 - 19999,6. Strong republican
906,1986,2. NO,2. AGREE,2. Working part time,62,12,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",4. $4000 TO 4999,6. Strong republican
907,1986,1. YES,3. DISAGREE,1. Working full time,27,14,2. FEMALE,2. Black,3. AVERAGE,"12. $25,000 or more",9. $10000 - 14999,0. Strong democrat
908,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,62,12,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",.i,1. Not very strong democrat
909,1986,2. NO,2. AGREE,1. Working full time,38,19,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,6. Strong republican
910,1986,2. NO,2. AGREE,1. Working full time,60,18,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,1. Not very strong democrat
911,1986,2. NO,2. AGREE,1. Working full time,34,13,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,6. Strong republican
