state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,mrall_10k,mralln_10k,mra1517_10k,mra1517n_10k,mra1820_10k,mra1820n_10k,mra2124_10k,mra2124n_10k,mraidall_10k
32,1985,4.400000095367432,8,15564.6181640625,66.01941680908203,0.21451270580291748,2.057800054550171,5.710440158843994,21,0,0.16575400531291962,8083.32177734375,1,1,1,259,2.7670900453813374e-4,44,4.700900171883404e-5,24,11,2.820510126184672e-4,3,7.692300277994946e-5,20,8,4.761904710903764e-4,1.9047618843615055e-4,38,5.84619992878288e-4,8,1.230769994435832e-4,67.3280029296875,7.193200144683942e-5,936001.3125,39000.0390625,42000,64999.48828125,7566,7.199999809265137,60.10000228881836,0.05643104389309883,2.7670900453813374,0.4700900171883404,2.820510126184672,0.7692300277994946,4.761904710903764,1.9047618843615055,5.84619992878288,1.230769994435832,0.7193200144683942
32,1986,4.119999885559082,6,15976.2646484375,67.84260559082031,0.2089783251285553,2.0696001052856445,5.498370170593262,21,0,0.16007700562477112,8253.34765625,1,1,1,233,2.409510052530095e-4,45,4.653599899029359e-5,28,12,2.926829911302775e-4,2,4.8779998905956745e-5,30,9,7.142857066355646e-4,2.1428571199066937e-4,32,5.161300068721175e-4,13,2.0967700402252376e-4,69.90799713134766,7.229400216601789e-5,967001.5625,40999.9921875,42000,61999.8828125,7981,7,60.70000076293945,0.05619002878665924,2.409510052530095,0.4653599899029359,2.926829911302775,0.48779998905956745,7.142857066355646,2.1428571199066937,5.161300068721175,2.0967700402252376,0.7229400216601789
32,1987,4.010000228881836,6.300000190734863,16412,68.23529815673828,0.20250000059604645,2.081399917602539,5.294169902801514,21,0,0.1554190069437027,8337.64453125,1,1,1,262,2.6017898926511407e-4,45,4.4686999899568036e-5,26,13,3.0952400993555784e-4,3,7.14289999450557e-5,22,5,5.116299726068974e-4,1.1627899948507547e-4,30,4.8387001152150333e-4,10,1.612899941392243e-4,68.77100372314453,6.829299672972411e-5,1006999.0625,41999.97265625,42999.828125,62000.12109375,8396,6.199999809265137,61.5,0.07135709375143051,2.6017898926511407,0.44686999899568036,3.0952400993555784,0.7142899994505569,5.1162997260689735,1.1627899948507547,4.838700115215033,1.612899941392243,0.6829299672972411
32,1988,3.890000104904175,5.199999809265137,16853.705078125,69.25,0.19489894807338715,2.0933001041412354,5.097559928894043,21,0,0.13614700734615326,8528.455078125,1,1,1,286,2.713470021262765e-4,46,4.3642998207360506e-5,32,8,1.951220037881285e-4,1,2.4389999452978373e-5,24,7,5.853699985891581e-4,1.7073200433515012e-4,42,6.363600259646773e-4,9,1.3636400399263948e-4,75.35099792480469,7.149099837988615e-5,1054001,40999.98828125,40999.7109375,66000.375,8989,5.5,62.30000305175781,0.10492004454135895,2.713470021262765,0.43642998207360506,1.951220037881285,0.24389999452978373,5.853699985891581,1.7073200433515012,6.363600259646773,1.3636400399263948,0.7149099837988615
33,1982,4.570000171661377,7.400000095367432,13834.12890625,63.09859085083008,0.4832935631275177,0.10000000149011612,0.30000001192092896,20,0.10832999646663666,0.1949779987335205,7353.357421875,0,0,0,173,1.824890059651807e-4,34,3.5864999517798424e-5,28,16,3.404259914532304e-4,5,1.0638299863785505e-4,26,6,4.777100111823529e-4,1.1024076957255602e-4,30,4.2254000436514616e-4,14,1.9718300609383732e-4,79.7249984741211,8.409900328842923e-5,948002.3125,46999.9375,54426.32421875,70999.1953125,6971,9.699999809265137,57.79999923706055,0.023928700014948845,1.824890059651807,0.35864999517798424,3.404259914532304,1.0638299863785505,4.777100111823529,1.1024076957255602,4.225400043651462,1.9718300609383732,0.8409900328842923
33,1983,4.599999904632568,5.400000095367432,14662.84375,65.60332489013672,0.5676605701446533,0.10000000149011612,0.30000001192092896,20,0.1042800024151802,0.19077099859714508,7488.015625,1,0,0,191,1.9916599558200687e-4,35,3.649599966593087e-5,29,21,4.4680899009108543e-4,6,1.2765999417752028e-4,35,7,6.413876544684172e-4,1.2827753380406648e-4,26,3.6619999445974827e-4,9,1.2676100595854223e-4,63.04899978637695,6.574400322278962e-5,958999.0625,46999.94921875,54569.18359375,70999.453125,7181,9.600000381469727,57.900001525878906,0.08778028935194016,1.9916599558200687,0.36495999665930867,4.468089900910854,1.2765999417752028,6.413876544684172,1.2827753380406648,3.6619999445974827,1.2676100595854223,0.6574400322278962
33,1984,4.579999923706055,4.300000190734863,15451.6484375,67.61517333984375,0.7417582273483276,0.10000000149011612,0.30000001192092896,20,0.17249000072479248,0.18296100199222565,7458.0771484375,1,0,0,192,1.9631900067906827e-4,23,2.3516999135608785e-5,12,11,2.391299931332469e-4,1,2.1739000658271834e-5,24,3,4.3865732732228935e-4,5.483216591528617e-5,36,5.070400075055659e-4,6,8.450700261164457e-5,70.51899719238281,7.210500189103186e-5,978000.0625,46000.0859375,54712.41015625,71000.3125,7294,7.5,59.500003814697266,0.08290000259876251,1.9631900067906827,0.23516999135608785,2.391299931332469,0.21739000658271834,4.3865732732228935,0.5483216591528617,5.070400075055659,0.8450700261164457,0.7210500189103186
33,1985,4.360000133514404,3.9000000953674316,16280.720703125,68.2958984375,0.7150424122810364,0.10000000149011612,0.30000001192092896,20,0.1603199988603592,0.17778800427913666,7553.11572265625,1,0,0,191,1.9138300558552146e-4,24,2.4048000341281295e-5,18,12,2.608700015116483e-4,4,8.695699943928048e-5,21,3,3.8282034802250564e-4,5.468862218549475e-5,36,5.070400075055659e-4,4,5.633800174109638e-5,72.5999984741211,7.274500239873305e-5,997998.75,45999.921875,54856.01953125,71000.3125,7538,7.199999809265137,60.10000228881836,0.07690004259347916,1.9138300558552146,0.24048000341281295,2.608700015116483,0.8695699943928048,3.8282034802250564,0.5468862218549475,5.070400075055659,0.5633800174109638,0.7274500239873305
33,1986,4.050000190734863,2.799999952316284,17132.095703125,69.96148681640625,0.6965944170951843,0.10000000149011612,0.30000001192092896,20.5,0.15579000115394592,0.1726509928703308,8133.39453125,1,0,0,172,1.6747800691518933e-4,27,2.6289999368600547e-5,18,16,3.265310078859329e-4,3,6.122399645391852e-5,26,9,4.7272726078517735e-4,1.636363595025614e-4,17,2.575799881014973e-4,3,4.545499905361794e-5,48.0369987487793,4.677399920183234e-5,1027000.5,48999.94140625,55000,65998.9140625,8353,7,60.70000076293945,0.08774438500404358,1.6747800691518933,0.2628999936860055,3.2653100788593292,0.6122399645391852,4.7272726078517735,1.636363595025614,2.575799881014973,0.4545499905361794,0.4677399920183234
33,1987,3.9000000953674316,2.5,17906,71.2686538696289,0.675000011920929,0.10000000149011612,0.30000001192092896,21,0.15137000381946564,0.1679069995880127,8672.6474609375,1,0,0,179,1.6934699669945985e-4,25,2.365200089116115e-5,18,23,4.6938800369389355e-4,2,4.0816001273924485e-5,16,5,2.909099857788533e-4,9.090900130104274e-5,28,4.2423998820595443e-4,7,1.0606100113363937e-4,53.20000076293945,5.0331000238657e-5,1057001.375,48999.97265625,54999.83203125,66000.3828125,9167,6.199999809265137,61.5,0.1423608511686325,1.6934699669945985,0.2365200089116115,4.6938800369389355,0.40816001273924485,2.909099857788533,0.9090900130104274,4.242399882059544,1.0606100113363937,0.50331000238657
33,1988,3.7899999618530273,2.4000000953674316,18704.5234375,70.83839416503906,0.6496631503105164,0.10000000149011612,0.30000001192092896,21,0.15137000381946564,0.15674999356269836,8762.1884765625,1,0,0,166,1.529949950054288e-4,22,2.0276000213925727e-5,11,13,2.708329993765801e-4,0,0,28,4,5.490200128406286e-4,7.843100320314988e-5,28,3.8889001007191837e-4,7,9.722200047690421e-5,43.715999603271484,4.029200135846622e-5,1085002.875,48000.05859375,50999.9609375,71999.7890625,9507,5.5,62.30000305175781,0.04980034753680229,1.529949950054288,0.20276000213925727,2.708329993765801,0,5.490200128406286,0.7843100320314988,3.8889001007191837,0.9722200047690421,0.40292001358466223
34,1982,2.240000009536743,9,16665.87109375,57.85789489746094,0.08949881047010422,0.10000000149011612,0.10000000149011612,19,2.817460060119629,0.1751590073108673,6971.9833984375,0,0,0,1061,1.427990064257756e-4,263,3.5396999010117725e-5,157,73,1.8024700693786144e-4,16,3.950600148527883e-5,143,55,3.8402373320423067e-4,1.4770143025089055e-4,147,3.006100014317781e-4,71,1.451940042898059e-4,270.67498779296875,3.642999945441261e-5,7430023.5,404999.78125,372372.8125,489005.6875,51802,9.699999809265137,57.79999923706055,0.009563359431922436,1.4279900642577559,0.35396999010117725,1.8024700693786144,0.3950600148527883,3.8402373320423067,1.4770143025089055,3.0061000143177807,1.451940042898059,0.3642999945441261
34,1983,2.240000009536743,7.800000190734863,17275.228515625,58.57414627075195,0.08600917458534241,0.10000000149011612,0.10000000149011612,21,2.799949884414673,0.1682559996843338,6992.091796875,0,0,0,932,1.2479900033213198e-4,210,2.8119999115006067e-5,127,59,1.5012700168881565e-4,16,4.071199873578735e-5,109,44,2.941845159512013e-4,1.1875337804667652e-4,138,2.799200010485947e-4,59,1.1967500176979229e-4,232,3.106599979219027e-5,7468008.5,393000.59375,370515.75,492998,52217,9.600000381469727,57.900001525878906,0.06594964861869812,1.2479900033213198,0.28119999115006067,1.5012700168881565,0.40711998735787347,2.941845159512013,1.1875337804667652,2.799200010485947,1.1967500176979229,0.3106599979219027
34,1984,2.180000066757202,6.199999809265137,18065.93359375,61.518680572509766,0.08241758495569229,0.10000000149011612,0.10000000149011612,21,2.7848498821258545,0.160739004611969,6959.14111328125,0,0,0,922,1.2265499390196055e-4,152,2.022099943133071e-5,88,64,1.675389939919114e-4,12,3.141400156891905e-5,98,26,2.658218436408788e-4,7.052416185615584e-5,121,2.4199999461416155e-4,33,6.600000051548705e-5,211.6280059814453,2.8152999220765196e-5,7517019.5,382000.625,368667.96875,500000,52312,7.5,59.500003814697266,0.06688472628593445,1.2265499390196055,0.2022099943133071,1.6753899399191141,0.3141400156891905,2.658218436408788,0.7052416185615584,2.4199999461416155,0.6600000051548705,0.28152999220765196
34,1985,2.1500000953674316,5.699999809265137,18662.076171875,61.697052001953125,0.07944915443658829,0.10000000149011612,0.10000000149011612,21,2.768280029296875,0.14936499297618866,7023.037109375,0,0,0,964,1.274800015380606e-4,171,2.261299960082397e-5,109,54,1.4438500511460006e-4,9,2.4064000172074884e-5,103,34,2.807844721246511e-4,9.268613939639181e-5,119,2.3705000057816505e-4,37,7.370499952230603e-5,203.46299743652344,2.690600013011135e-5,7561970.5,374000.0625,366829.40625,502003.78125,53108,7.199999809265137,60.10000228881836,0.04098400101065636,1.274800015380606,0.2261299960082397,1.4438500511460006,0.24064000172074884,2.8078447212465107,0.9268613939639181,2.3705000057816505,0.7370499952230603,0.2690600013011135
34,1986,2.059999942779541,5,19421.052734375,62.407527923583984,0.07739938050508499,0.10000000149011612,0.10000000149011612,21,2.8196699619293213,0.14231500029563904,7224.90185546875,0,0,0,1039,1.3626199506688863e-4,182,2.386900087003596e-5,107,76,2.099450066452846e-4,9,2.486199991835747e-5,95,28,2.6027398416772485e-4,7.671232742723078e-5,128,2.740900090429932e-4,39,8.351200085598975e-5,205.06300354003906,2.689299981284421e-5,7625017,361999.5625,364999.96875,466999.875,55090,7,60.70000076293945,0.05952199548482895,1.3626199506688863,0.2386900087003596,2.099450066452846,0.2486199991835747,2.6027398416772485,0.7671232742723078,2.740900090429932,0.8351200085598975,0.2689299981284421
34,1987,2.009999990463257,4,20313,63.41219711303711,0.07500000298023224,0.10000000149011612,0.10000000149011612,21,2.8024001121520996,0.12943199276924133,7438.8671875,0,0,0,1023,1.333419932052493e-4,171,2.2288999389274977e-5,117,65,1.8571400141809136e-4,14,3.9999998989515007e-5,98,22,2.760599891189486e-4,6.197200127644464e-5,123,2.703299978747964e-4,32,7.033000292722136e-5,204.24400329589844,2.6621999495546333e-5,7672001.5,350000.53125,354995.3125,454999.4375,57071,6.199999809265137,61.5,0.09390278905630112,1.333419932052493,0.22288999389274977,1.8571400141809136,0.39999998989515007,2.760599891189486,0.6197200127644464,2.703299978747964,0.7033000292722136,0.26621999495546333
34,1988,1.840000033378601,3.799999952316284,21168.431640625,63.395225524902344,0.07218479365110397,0.10000000149011612,0.10000000149011612,21,2.8024001121520996,0.11654099822044373,7598.8720703125,0,0,0,1051,1.3612200564239174e-4,200,2.590300027804915e-5,135,67,2.0302999473642558e-4,11,3.3332999009871855e-5,112,29,3.2652998925186694e-4,8.454800263280049e-5,137,2.872099867090583e-4,55,1.1530399933690205e-4,206.9669952392578,2.6805999368662015e-5,7721014.5,330000.5,343000.65625,477002.90625,58671,5.5,62.30000305175781,0.06338510662317276,1.3612200564239174,0.2590300027804915,2.030299947364256,0.33332999009871855,3.2652998925186694,0.8454800263280049,2.872099867090583,1.1530399933690205,0.26805999368662015
35,1982,1.5800000429153442,9.199999809265137,11347.2548828125,55.888431549072266,0.24164678156375885,9.812800407409668,2.222860097885132,21,1.192199945449829,0.20890800654888153,8662.2890625,0,0,0,577,4.2178400326520205e-4,117,8.552629878977314e-5,60,37,4.868420073762536e-4,11,1.4473700139205903e-4,66,20,8.556261309422553e-4,2.5928064133040607e-4,91,8.921570261009037e-4,19,1.8627500685397536e-4,163.9499969482422,1.1984800221398473e-4,1367998.75,76000.015625,77136.4921875,101999.984375,11850.0009765625,9.699999809265137,57.79999923706055,-0.02818678878247738,4.2178400326520205,0.8552629878977314,4.868420073762536,1.4473700139205903,8.556261309422553,2.5928064133040607,8.921570261009037,1.8627500685397536,1.1984800221398473
35,1983,1.659999966621399,10.100000381469727,11288.9912109375,55.14112854003906,0.34833717346191406,9.672300338745117,2.234380006790161,21,1.3812999725341797,0.2088329941034317,8329.537109375,0,0,0,531,3.7874499685131013e-4,83,5.920109833823517e-5,44,28,3.783779975492507e-4,4,5.4053998610470444e-5,59,10,7.677215035073459e-4,0.00013012228009756655,66,6.346150184981525e-4,16,1.538460055598989e-4,137.30999755859375,9.79370015556924e-5,1401998.75,74000.078125,76850.78125,104000.0625,11678.0009765625,9.600000381469727,57.900001525878906,0.003580950666218996,3.7874499685131013,0.5920109833823517,3.783779975492507,0.5405399861047044,7.677215035073459,1.3012228009756655,6.346150184981525,1.5384600555989891,0.979370015556924
35,1984,1.3799999952316284,7.5,11539.560546875,57.46785354614258,0.44505494832992554,9.53380012512207,2.245959997177124,21,1.2093000411987305,0.20864200592041016,8718.083984375,0,0,0,497,3.4852701355703175e-4,96,6.732119800290093e-5,45,18,2.500000118743628e-4,4,5.555600000661798e-5,45,12,5.877271760255098e-4,1.5672724111936986e-4,85,8.095239754766226e-4,19,1.8095200357493013e-4,121.73999786376953,8.53730016387999e-5,1426001.375,72000,76566.140625,104999.9765625,12432,7.5,59.500003814697266,0.038668107241392136,3.4852701355703175,0.6732119800290093,2.5000001187436283,0.5555600000661798,5.877271760255098,1.5672724111936986,8.095239754766226,1.8095200357493013,0.8537300163879991
35,1985,1.409999966621399,8.800000190734863,11861.228515625,57.101165771484375,0.42902541160583496,9.397299766540527,2.2576000690460205,21,1.086899995803833,0.2019129991531372,9151.0458984375,0,0,0,535,3.689659934025258e-4,115,7.931030268082395e-5,58,40,5.633800174109638e-4,14,1.9718300609383732e-4,63,19,8.258770103566349e-4,2.4907401530072093e-4,79,7.596149807795882e-4,25,2.4038499395828694e-4,132.2899932861328,9.123200288740918e-5,1449998.125,71000.03125,76282.546875,104000.0546875,13268.9990234375,7.199999809265137,60.10000228881836,0.015956884250044823,3.689659934025258,0.7931030268082395,5.633800174109638,1.9718300609383732,8.258770103566349,2.4907401530072093,7.596149807795882,2.4038499395828694,0.9123200288740918
35,1986,1.309999942779541,9.199999809265137,11825.59375,58.33333206176758,0.4179566502571106,9.262700080871582,2.2692999839782715,21,1.0817999839782715,0.22249799966812134,9596.3447265625,0,0,0,499,3.3738999627530575e-4,88,5.949970000074245e-5,48,32,4.4444401282817125e-4,10,1.3888899411540478e-4,59,17,7.763158064335585e-4,2.2368421196006238e-4,69,7.187500013969839e-4,23,2.3958299425430596e-4,123,8.316399907926098e-5,1479000.625,72000.0703125,76000,96000,14193,7,60.70000076293945,-0.0373823456466198,3.3738999627530575,0.5949970000074245,4.4444401282817125,1.3888899411540478,7.763158064335585,2.236842119600624,7.187500013969839,2.3958299425430596,0.8316399907926098
35,1987,1.2400000095367432,8.899999618530273,11898,57.96831130981445,0.4050000011920929,9.130000114440918,2.281059980392456,21,1.0666999816894531,0.2208070009946823,10077.3427734375,0,0,0,568,3.786669985856861e-4,97,6.466670311056077e-5,55,33,4.583330010063946e-4,5,6.944400229258463e-5,53,10,7.1622000541538e-4,1.351349928881973e-4,78,8.297869935631752e-4,20,2.127659972757101e-4,160.35000610351562,1.0689900227589533e-4,1499998.625,72000.0546875,73999.609375,94000.0234375,15116,6.199999809265137,61.5,-0.05415453016757965,3.786669985856861,0.6466670311056077,4.583330010063946,0.6944400229258463,7.1622000541538,1.351349928881973,8.297869935631752,2.127659972757101,1.0689900227589533
35,1988,1.25,7.800000190734863,12019.2490234375,58.57933807373047,0.3897978961467743,8.999300003051758,2.292880058288574,21,1.0666999816894531,0.22072400152683258,10141.353515625,0,0,0,487,3.231590089853853e-4,92,6.104839849285781e-5,51,31,4.42857010057196e-4,18,2.5714299408718944e-4,45,14,6.428600172512233e-4,1.9999999494757503e-4,57,6.063830223865807e-4,12,1.2765999417752028e-4,161.47000122070312,1.0714700329117477e-4,1506998,70000.0234375,69999.6875,93999.9921875,15282.9990234375,5.5,62.30000305175781,0.013597019016742706,3.231590089853853,0.6104839849285781,4.42857010057196,2.5714299408718944,6.428600172512233,1.9999999494757503,6.063830223865807,1.2765999417752028,1.0714700329117477
36,1982,2.1600000858306885,8.600000381469727,15158.7109375,54.315208435058594,0.11933174729347229,0.10000000149011612,0.10000000149011612,19,0.20839999616146088,0.1677049994468689,4576.345703125,1,0,0,2162,1.2293200416024774e-4,477,2.7122299798065796e-5,272,129,1.412919955328107e-4,29,3.176300015184097e-5,288,131,3.12159740133211e-4,1.4198932331055403e-4,298,2.4446300812996924e-4,108,8.859700028551742e-5,546.8599853515625,3.1095001759240404e-5,17586958,913002.875,922604.5625,1218998.375,80484,9.699999809265137,57.79999923706055,0.002074624178931117,1.2293200416024774,0.27122299798065796,1.4129199553281069,0.3176300015184097,3.12159740133211,1.4198932331055403,2.4446300812996924,0.8859700028551742,0.31095001759240404
36,1983,2.059999942779541,8.600000381469727,15573.39453125,54.35151290893555,0.13285550475120544,0.10000000149011612,0.10000000149011612,19,0.20100000500679016,0.16312099993228912,4737.51123046875,1,0,0,2077,1.1744399671442807e-4,436,2.465370016579982e-5,260,121,1.3656899682246149e-4,23,2.595899968582671e-5,269,96,2.954531228169799e-4,1.0544051474425942e-4,248,2.024489949690178e-4,87,7.10199965396896e-5,495.69000244140625,2.8029000532114878e-5,17685024,885999.0625,910465.9375,1224999.875,83783,9.600000381469727,57.900001525878906,0.06278328597545624,1.1744399671442807,0.2465370016579982,1.3656899682246149,0.2595899968582671,2.954531228169799,1.0544051474425942,2.024489949690178,0.710199965396896,0.2802900053211488
36,1984,2.049999952316284,7.199999809265137,16335.1650390625,55.051727294921875,0.13599999248981476,0.10000000149011612,0.10000000149011612,19,0.17739999294281006,0.16169199347496033,4917.59423828125,1,0,0,2060,1.1608200293267146e-4,360,2.0286299331928603e-5,214,108,1.2587399396579713e-4,18,2.0978999600629322e-5,241,80,2.682287013158202e-4,8.90385708771646e-5,246,2.009799936786294e-4,75,6.127500091679394e-5,443.9100036621094,2.5015000574057922e-5,17746076,858000.875,898487,1224002.375,87268,7.5,59.500003814697266,0.05639270693063736,1.1608200293267146,0.20286299331928603,1.2587399396579713,0.20978999600629322,2.682287013158202,0.890385708771646,2.009799936786294,0.6127500091679394,0.2501500057405792
36,1985,1.940000057220459,6.5,16708.685546875,56.74924850463867,0.13110169768333435,0.10000000149011612,0.10000000149011612,19.15999984741211,0.18379999697208405,0.15527400374412537,5090.12548828125,1,0,0,2006,1.1280400212854147e-4,376,2.1143800040590577e-5,211,126,1.5035799879115075e-4,29,3.460600055404939e-5,202,75,2.2781977895647287e-4,8.458655065624043e-5,263,2.1663900406565517e-4,91,7.495900354115292e-5,424.4200134277344,2.386699998169206e-5,17783058,838000,886665.75,1214001.125,90518,7.199999809265137,60.10000228881836,0.0392642505466938,1.1280400212854147,0.21143800040590577,1.5035799879115075,0.3460600055404939,2.2781977895647287,0.8458655065624043,2.1663900406565517,0.7495900354115292,0.2386699998169206
36,1986,1.8200000524520874,6.300000190734863,17326.109375,57.388641357421875,0.12771929800510406,0.10000000149011612,0.10000000149011612,21,0.17980000376701355,0.1552709937095642,5296.99462890625,1,0,0,2122,1.1924700083909556e-4,381,2.141050026693847e-5,236,146,1.7632900562603027e-4,24,2.898599996115081e-5,232,73,2.651428512763232e-4,8.342857472598553e-5,257,2.319490013178438e-4,85,7.671499770367518e-5,430.17999267578125,2.4173999918275513e-5,17794996,827997.625,875000,1108002.125,94260,7,60.70000076293945,0.051496557891368866,1.1924700083909556,0.2141050026693847,1.7632900562603027,0.2898599996115081,2.651428512763232,0.8342857472598553,2.319490013178438,0.7671499770367518,0.24173999918275513
36,1987,1.7799999713897705,4.900000095367432,18005,58.67354202270508,0.12375999987125397,0.10000000149011612,0.10000000149011612,21,0.17949999868869781,0.15197500586509705,5498.02587890625,1,0,0,2333,1.308840001001954e-4,397,2.2272099158726633e-5,236,157,1.9723600416909903e-4,34,4.271400030120276e-5,235,61,2.7680001221597195e-4,7.184899732237682e-5,304,2.8305398882366717e-4,97,9.031700028572232e-5,479.8299865722656,2.6919000447378494e-5,17824944,796000.6875,848988.375,1074000,98002,6.199999809265137,61.5,0.028429826721549034,1.308840001001954,0.22272099158726633,1.9723600416909903,0.4271400030120276,2.7680001221597195,0.7184899732237682,2.8305398882366717,0.9031700028572232,0.26919000447378494
36,1988,1.7100000381469727,4.199999809265137,18580.365234375,59.1712532043457,0.11911453306674957,0.10000000149011612,0.10000000149011612,21,0.17949999868869781,0.14880600571632385,5789.921875,1,0,0,2255,1.259139971807599e-4,391,2.1832600396010093e-5,235,126,1.6844899801071733e-4,17,2.2726999304722995e-5,227,82,2.826899872161448e-4,1.0211700282525271e-4,281,2.467079902999103e-4,95,8.340599742950872e-5,418.5799865722656,2.337200021429453e-5,17909050,748000.875,802999.8125,1138998.375,103692,5.5,62.30000305175781,0.04976445436477661,1.259139971807599,0.21832600396010093,1.6844899801071733,0.22726999304722995,2.826899872161448,1.0211700282525271,2.467079902999103,0.8340599742950872,0.2337200021429453
37,1982,1.6399999856948853,9,11078.7587890625,60.30207443237305,1.4319809675216675,22.377899169921875,0.4264099895954132,21,27.62929916381836,0.21060700714588165,7164.2255859375,1,0,0,1303,2.165890036849305e-4,243,4.039230043417774e-5,161,99,3.3000000985339284e-4,19,6.333299825200811e-5,169,52,4.750763764604926e-4,1.4617734996136278e-4,175,3.7155000609345734e-4,51,1.0828000085894018e-4,683.82000732421875,1.1366599937900901e-4,6016002.5,300000,355732.28125,470999.84375,43100,9.699999809265137,57.79999923706055,-0.012952477671205997,2.165890036849305,0.4039230043417774,3.3000000985339284,0.6333299825200811,4.750763764604926,1.4617734996136278,3.7155000609345734,1.0828000085894018,1.13665999379009
37,1983,1.559999942779541,8.899999618530273,11455.275390625,59.5545654296875,1.3761467933654785,22.1697998046875,0.44025999307632446,21,26.7460994720459,0.20725999772548676,7411.23291015625,1,0,0,1234,2.0306100486777723e-4,212,3.488560105324723e-5,136,109,3.7201400846242905e-4,19,6.484599725808948e-5,143,44,4.050781426485628e-4,1.246394240297377e-4,177,3.765959991142154e-4,55,1.170210016425699e-4,341.6199951171875,5.6215001677628607e-5,6076991.5,292999.71875,353018.3125,469999.6875,45038,9.600000381469727,57.900001525878906,0.0797450989484787,2.0306100486777723,0.3488560105324723,3.7201400846242905,0.6484599725808948,4.050781426485628,1.246394240297377,3.7659599911421537,1.170210016425699,0.5621500167762861
37,1984,1.5299999713897705,6.699999809265137,12089.0107421875,61.854766845703125,1.3186813592910767,21.963699340820312,0.4545600116252899,21,26.11090087890625,0.1998019963502884,7814.15673828125,1,0,0,1450,2.3516100191045552e-4,227,3.681479938677512e-5,137,96,3.3333300962112844e-4,11,3.8194000808289275e-5,150,34,4.281737783458084e-4,9.705272532301024e-5,213,4.561030073091388e-4,68,1.456099998904392e-4,373.1400146484375,6.051599848433398e-5,6165988.5,288000.28125,350325.0625,466999.78125,48182,7.5,59.500003814697266,0.08259151130914688,2.3516100191045552,0.3681479938677512,3.3333300962112844,0.38194000808289275,4.281737783458084,0.9705272532301024,4.561030073091388,1.4560999989043921,0.6051599848433398
37,1985,1.5,5.400000095367432,12353.8134765625,63.174808502197266,1.2711864709854126,21.7593994140625,0.46931999921798706,21,25.579500198364258,0.1941950023174286,7981.27978515625,1,0,0,1482,2.3693000548519194e-4,229,3.661070149973966e-5,150,103,3.576389863155782e-4,12,4.1667000914458185e-5,172,47,4.947471898049116e-4,1.3519253116101027e-4,234,5.08696015458554e-4,63,1.3695699453819543e-4,345.3299865722656,5.520899867406115e-5,6255012,287999.90625,347652.3125,459999.65625,49923,7.199999809265137,60.10000228881836,0.03069991245865822,2.3693000548519194,0.3661070149973966,3.5763898631557822,0.41667000914458185,4.947471898049116,1.3519253116101027,5.08696015458554,1.3695699453819543,0.5520899867406115
37,1986,1.4500000476837158,5.300000190734863,12839.009765625,63.58063888549805,1.2383900880813599,21.557100296020508,0.4845699965953827,21,26.02720069885254,0.18973800539970398,8254.9208984375,1,0,0,1647,2.6014799368567765e-4,251,3.964619827456772e-5,171,117,3.786410088650882e-4,20,6.472499808296561e-5,174,44,5.043478449806571e-4,1.2753623013850302e-4,228,5.339580238796771e-4,66,1.5456699475180358e-4,409.67999267578125,6.470899825217202e-5,6331011.5,308999.8125,345000,426999.84375,52262,7,60.70000076293945,0.04833913967013359,2.6014799368567765,0.39646198274567723,3.7864100886508822,0.6472499808296561,5.043478449806571,1.2753623013850302,5.339580238796771,1.5456699475180358,0.6470899825217202
37,1987,1.399999976158142,4.5,13325,65.08531188964844,1.2000000476837158,21.356599807739258,0.5002999901771545,21,25.694400787353516,0.18542499840259552,8513.9462890625,1,0,0,1584,2.4699800997041166e-4,239,3.726800059666857e-5,158,126,4.077669873367995e-4,15,4.85439995827619e-5,154,45,4.516099870670587e-4,1.3196500367484987e-4,228,5.41567977052182e-4,64,1.5201899805106223e-4,353.44000244140625,5.511199924512766e-5,6413007,309000,341002.1875,420999.78125,54599.99609375,6.199999809265137,61.5,0.07771385461091995,2.4699800997041166,0.3726800059666857,4.077669873367995,0.485439995827619,4.516099870670587,1.3196500367484987,5.41567977052182,1.5201899805106223,0.5511199924512766
37,1988,1.340000033378601,3.5999999046325684,13767.083984375,65.6070556640625,1.1549566984176636,21.158000946044922,0.5165600180625916,21,25.694400787353516,0.17569500207901,8929.41015625,1,0,0,1573,2.424099948257208e-4,206,3.174599987687543e-5,141,102,3.3999999868683517e-4,14,4.666699896915816e-5,161,36,5.078900139778852e-4,1.1356500181136653e-4,186,4.3457900756038725e-4,43,1.0046699753729627e-4,373.8299865722656,5.760999920312315e-5,6489006.5,300000,316997.78125,428000.4375,57943,5.5,62.30000305175781,0.0413292720913887,2.424099948257208,0.3174599987687543,3.3999999868683517,0.4666699896915816,5.0789001397788525,1.1356500181136653,4.3457900756038725,1.0046699753729627,0.5760999920312315
